Part Number,Manufacturer,link to header file,Include file,Header 3,Example,Datasheet,Appli Note,Other link,Family,Comments,SubFamily,Date the line is added or modified,NickName,Name ,Micro Description,MicroDef,Hidden(Ride Internal Use),MicroRef,CoreName
STM32F100RC   ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,28/09/2010,,STM32F100RC,Cortex-M3 ARM-based 32-bit MCU;256K FLASH at address 0x8000000;24K RAM at address 0x20000000; 64 pins LQFP package; 16 Timers - 1 channels ADC - 2 channels DAC - 3 SPI - 2 I2C - 5 USART - 51 IOs,\sim\ARM\STM32F100xE.sim,Yes,,Cortex-M3
STM32F100VC   ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,28/09/2010,,STM32F100VC,Cortex-M3 ARM-based 32-bit MCU;256K FLASH at address 0x8000000;24K RAM at address 0x20000000; 100 pins LQFP package; 16 Timers - 1 channels ADC - 2 channels DAC - 3 SPI - 2 I2C - 5 USART - 80 IOs,\sim\ARM\STM32F100xE.sim,Yes,,Cortex-M3
STM32F100ZC   ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,28/09/2010,,STM32F100ZC,Cortex-M3 ARM-based 32-bit MCU;246K FLASH at address 0x8000000;24K RAM at address 0x20000000; 144 pins LQFP package; 16 Timers - 1 channels ADC - 2 channels DAC - 3 SPI - 2 I2C - 5 USART - 112 IOs,\sim\ARM\STM32F100xE.sim,Yes,,Cortex-M3
STM32F100RD   ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,28/09/2010,,STM32F100RD,Cortex-M3 ARM-based 32-bit MCU;384K FLASH at address 0x8000000;32K RAM at address 0x20000000; 64 pins LQFP package; 16 Timers - 1 channels ADC - 2 channels DAC - 3 SPI - 2 I2C - 5 USART - 51 IOs,\sim\ARM\STM32F100xE.sim,Yes,,Cortex-M3
STM32F100VD   ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,28/09/2010,,STM32F100VD,Cortex-M3 ARM-based 32-bit MCU;384K FLASH at address 0x8000000;32K RAM at address 0x20000000; 100 pins LQFP package; 16 Timers - 1 channels ADC - 2 channels DAC - 3 SPI - 2 I2C - 5 USART - 80 IOs,\sim\ARM\STM32F100xE.sim,Yes,,Cortex-M3
STM32F100ZD   ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,28/09/2010,,STM32F100ZD,Cortex-M3 ARM-based 32-bit MCU;384K FLASH at address 0x8000000;32K RAM at address 0x20000000; 144 pins LQFP package; 16 Timers - 1 channels ADC - 2 channels DAC - 3 SPI - 2 I2C - 5 USART - 112 IOs,\sim\ARM\STM32F100xE.sim,Yes,,Cortex-M3
STM32F100RE   ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,28/09/2010,,STM32F100RE,Cortex-M3 ARM-based 32-bit MCU;512K FLASH at address 0x8000000;32K RAM at address 0x20000000; 64 pins LQFP package; 16 Timers - 1 channels ADC - 2 channels DAC - 3 SPI - 2 I2C - 5 USART - 51 IOs,\sim\ARM\STM32F100xE.sim,Yes,,Cortex-M3
STM32F100VE   ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,28/09/2010,,STM32F100VE,Cortex-M3 ARM-based 32-bit MCU;512K FLASH at address 0x8000000;32K RAM at address 0x20000000; 100 pins LQFP package; 16 Timers - 1 channels ADC - 2 channels DAC - 3 SPI - 2 I2C - 5 USART - 80 IOs,\sim\ARM\STM32F100xE.sim,Yes,,Cortex-M3
STM32F100ZE   ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,28/09/2010,,STM32F100ZE,Cortex-M3 ARM-based 32-bit MCU;512K FLASH at address 0x8000000;32K RAM at address 0x20000000; 144 pins LQFP package; 16 Timers - 1 channels ADC - 2 channels DAC - 3 SPI - 2 I2C - 5 USART - 112 IOs,\sim\ARM\STM32F100xE.sim,Yes,,Cortex-M3
,,,,,,,,,,,,,,,,,,,
STM32F101x4 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,12/11/2012,,STM32F101x4,Cortex-M3 ARM-based 32-bit MCU;16K FLASH at address 0x8000000;4K RAM at address 0x20000000;Timers - SPI - I2C - USART - ADC,\sim\ARM\STM32F101x4.sim,No,,Cortex-M3
STM32F101x6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,12/11/2012,,STM32F101x6,Cortex-M3 ARM-based 32-bit MCU;32K FLASH at address 0x8000000;6K RAM at address 0x20000000;Timers - SPI - I2C - USART - ADC,\sim\ARM\STM32F101x6.sim,No,,Cortex-M3
STM32F101x8 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,12/11/2012,,STM32F101x8,Cortex-M3 ARM-based 32-bit MCU;64K FLASH at address 0x8000000;10K RAM at address 0x20000000;Timers - SPI - I2C - USART - ADC,\sim\ARM\STM32F101x8.sim,No,,Cortex-M3
STM32F101xB ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,12/11/2012,,STM32F101xB,Cortex-M3 ARM-based 32-bit MCU;128K FLASH at address 0x8000000;16K RAM at address 0x20000000;Timers - SPI - I2C - USART - ADC,\sim\ARM\STM32F101xB.sim,No,,Cortex-M3
STM32F101xC ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,12/11/2012,,STM32F101xC,Cortex-M3 ARM-based 32-bit MCU;256K FLASH at address 0x8000000;32K RAM at address 0x20000000;Timers - SPI - I2C - USART - SDIO - DAC - I2S - ADC,\sim\ARM\STM32F101xC.sim,No,,Cortex-M3
STM32F101xD ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,12/11/2012,,STM32F101xD,Cortex-M3 ARM-based 32-bit MCU;384K FLASH at address 0x8000000;48K RAM at address 0x20000000;Timers - SPI - I2C - USART - SDIO - DAC - I2S - ADC,\sim\ARM\STM32F101xD.sim,No,,Cortex-M3
STM32F101xE ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,12/11/2012,,STM32F101xE,Cortex-M3 ARM-based 32-bit MCU;512K FLASH at address 0x8000000;48K RAM at address 0x20000000;Timers - SPI - I2C - USART - SDIO - DAC - I2S - ADC,\sim\ARM\STM32F101xE.sim,No,,Cortex-M3
STM32F101xF ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,14/09/2015,,STM32F101xF,Cortex-M3 ARM-based 32-bit MCU;768K FLASH at address 0x8000000;80K RAM at address 0x20000000;12 Timers - 3 SPI - 2 I2C - 5 USART - 2 DAC - I2S - 2 ADC - EMI,\sim\ARM\STM32F101xF.sim,No,,Cortex-M3
STM32F101xG ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,08/10/2012,,STM32F101xG,Cortex-M3 ARM-based 32-bit MCU;1M FLASH at address 0x8000000;80K RAM at address 0x20000000;12 Timers - 3 SPI - 2 I2C - 5 USART - 2 DAC - I2S - 2 ADC - EMI,\sim\ARM\STM32F101xG.sim,No,,Cortex-M3
STM32F101C4T6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/04/2007,,STM32F101C4T6,Cortex-M3 ARM-based 32-bit MCU;16K FLASH at address 0x8000000;4K RAM at address 0x20000000;2 Timers - SPI - I2C - 2 USART - ADC - 36 IOs,\sim\ARM\STM32F101x4.sim,Yes,,Cortex-M3
STM32F101C6T6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/04/2007,,STM32F101C6T6,Cortex-M3 ARM-based 32-bit MCU;32K FLASH at address 0x8000000;6K RAM at address 0x20000000;2 Timers - SPI - I2C - 2 USART - ADC - 36 IOs,\sim\ARM\STM32F101x6.sim,Yes,,Cortex-M3
STM32F101T6U6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/04/2007,,STM32F101T6U6,Cortex-M3 ARM-based 32-bit MCU;32K FLASH at address 0x8000000;6K RAM at address 0x20000000;2 Timers - SPI - I2C - 2 USART - ADC - 26 IOs,\sim\ARM\STM32F101x6.sim,Yes,,Cortex-M3
STM32F101R6T6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/04/2007,,STM32F101R6T6,Cortex-M3 ARM-based 32-bit MCU;32K FLASH at address 0x8000000;6K RAM at address 0x20000000;2 Timers - SPI - I2C - 2 USART - ADC - 51 IOs,\sim\ARM\STM32F101x6.sim,Yes,,Cortex-M3
STM32F101C8T6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/04/2007,,STM32F101C8T6,Cortex-M3 ARM-based 32-bit MCU;64K FLASH at address 0x8000000;10K RAM at address 0x20000000;3 Timers - 2 SPI - 2 I2C - 3 USART - ADC - 36 IOs,\sim\ARM\STM32F101x8.sim,Yes,,Cortex-M3
STM32F101R8T6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/04/2007,,STM32F101R8T6,Cortex-M3 ARM-based 32-bit MCU;64K FLASH at address 0x8000000;10K RAM at address 0x20000000;3 Timers - 2 SPI - 2 I2C - 3 USART - ADC - 51 IOs,\sim\ARM\STM32F101x8.sim,Yes,,Cortex-M3
STM32F101T8U6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/04/2007,,STM32F101T8U6,Cortex-M3 ARM-based 32-bit MCU;64K FLASH at address 0x8000000;10K RAM at address 0x20000000;3 Timers - 2 SPI - 2 I2C - 3 USART - ADC - 26 IOs,\sim\ARM\STM32F101x8.sim,Yes,,Cortex-M3
STM32F101V8T6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/04/2007,,STM32F101V8T6,Cortex-M3 ARM-based 32-bit MCU;64K FLASH at address 0x8000000;10K RAM at address 0x20000000;3 Timers - 2 SPI - 2 I2C - 3 USART - ADC - 80 IOs,\sim\ARM\STM32F101x8.sim,Yes,,Cortex-M3
STM32F101V8H6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/04/2007,,STM32F101V8H6,Cortex-M3 ARM-based 32-bit MCU;64K FLASH at address 0x8000000;10K RAM at address 0x20000000;3 Timers - 2 SPI - 2 I2C - 3 USART - ADC - 80 IOs,\sim\ARM\STM32F101x8.sim,Yes,,Cortex-M3
STM32F101CBT6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/04/2007,,STM32F101CBT6,Cortex-M3 ARM-based 32-bit MCU;128K FLASH at address 0x8000000;16K RAM at address 0x20000000;3 Timers - 2 SPI - 2 I2C - 3 USART - ADC - 36 IOs,\sim\ARM\STM32F101xB.sim,Yes,,Cortex-M3
STM32F101RBT6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/04/2007,,STM32F101RBT6,Cortex-M3 ARM-based 32-bit MCU;128K FLASH at address 0x8000000;16K RAM at address 0x20000000;3 Timers - 2 SPI - 2 I2C - 3 USART - ADC - 51 IOs,\sim\ARM\STM32F101xB.sim,Yes,,Cortex-M3
STM32F101VBT6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/04/2007,,STM32F101VBT6,Cortex-M3 ARM-based 32-bit MCU;128K FLASH at address 0x8000000;16K RAM at address 0x20000000;3 Timers - 2 SPI - 2 I2C - 3 USART - ADC - 80 IOs,\sim\ARM\STM32F101xB.sim,Yes,,Cortex-M3
STM32F101VBH6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/04/2007,,STM32F101VBH6,Cortex-M3 ARM-based 32-bit MCU;128K FLASH at address 0x8000000;16K RAM at address 0x20000000;3 Timers - 2 SPI - 2 I2C - 3 USART - ADC - 80 IOs,\sim\ARM\STM32F101xB.sim,Yes,,Cortex-M3
STM32F101RCT6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/04/2007,,STM32F101RCT6,Cortex-M3 ARM-based 32-bit MCU;256K FLASH at address 0x8000000;32K RAM at address 0x20000000;5 Timers - 2 SPI - 2 I2C - 3 USART - SDIO - 2 DAC - I2S - ADC - 51 IOs,\sim\ARM\STM32F101xC.sim,Yes,,Cortex-M3
STM32F101VCH6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/04/2007,,STM32F101VCH6,Cortex-M3 ARM-based 32-bit MCU;256K FLASH at address 0x8000000;32K RAM at address 0x20000000;5 Timers - 2 SPI - 2 I2C - 3 USART - SDIO - 2 DAC - I2S - ADC - 80 IOs,\sim\ARM\STM32F101xC.sim,Yes,,Cortex-M3
STM32F101VCT6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/04/2007,,STM32F101VCT6,Cortex-M3 ARM-based 32-bit MCU;256K FLASH at address 0x8000000;32K RAM at address 0x20000000;5 Timers - 2 SPI - 2 I2C - 3 USART - SDIO - 2 DAC - I2S - ADC - 80 IOs,\sim\ARM\STM32F101xC.sim,Yes,,Cortex-M3
STM32F101ZCH6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/04/2007,,STM32F101ZCH6,Cortex-M3 ARM-based 32-bit MCU;256K FLASH at address 0x8000000;32K RAM at address 0x20000000;5 Timers - 2 SPI - 2 I2C - 3 USART - SDIO - 2 DAC - I2S - ADC - 80 IOs - EMI,\sim\ARM\STM32F101xC.sim,Yes,,Cortex-M3
STM32F101ZCT6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/04/2007,,STM32F101ZCT6,Cortex-M3 ARM-based 32-bit MCU;256K FLASH at address 0x8000000;32K RAM at address 0x20000000;5 Timers - 2 SPI - 2 I2C - 3 USART - SDIO - 2 DAC - I2S - ADC - 80 IOs - EMI,\sim\ARM\STM32F101xC.sim,Yes,,Cortex-M3
STM32F101RDT6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/04/2007,,STM32F101RDT6,Cortex-M3 ARM-based 32-bit MCU;384K FLASH at address 0x8000000;48K RAM at address 0x20000000;5 Timers - 2 SPI - 2 I2C - 3 USART - SDIO - 2 DAC - I2S - ADC - 51 IOs,\sim\ARM\STM32F101xD.sim,Yes,,Cortex-M3
STM32F101VDH6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/04/2007,,STM32F101VDH6,Cortex-M3 ARM-based 32-bit MCU;384K FLASH at address 0x8000000;48K RAM at address 0x20000000;5 Timers - 2 SPI - 2 I2C - 3 USART - SDIO - 2 DAC - I2S - ADC - 80 IOs,\sim\ARM\STM32F101xD.sim,Yes,,Cortex-M3
STM32F101VDT6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/04/2007,,STM32F101VDT6,Cortex-M3 ARM-based 32-bit MCU;384K FLASH at address 0x8000000;48K RAM at address 0x20000000;5 Timers - 2 SPI - 2 I2C - 3 USART - SDIO - 2 DAC - I2S - ADC - 80 IOs,\sim\ARM\STM32F101xD.sim,Yes,,Cortex-M3
STM32F101ZDH6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/04/2007,,STM32F101ZDH6,Cortex-M3 ARM-based 32-bit MCU;384K FLASH at address 0x8000000;48K RAM at address 0x20000000;5 Timers - 2 SPI - 2 I2C - 3 USART - SDIO - 2 DAC - I2S - ADC - 80 IOs - EMI,\sim\ARM\STM32F101xD.sim,Yes,,Cortex-M3
STM32F101ZDT6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/04/2007,,STM32F101ZDT6,Cortex-M3 ARM-based 32-bit MCU;384K FLASH at address 0x8000000;48K RAM at address 0x20000000;5 Timers - 2 SPI - 2 I2C - 3 USART - SDIO - 2 DAC - I2S - ADC - 80 IOs - EMI,\sim\ARM\STM32F101xD.sim,Yes,,Cortex-M3
STM32F101RET6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/04/2007,,STM32F101RET6,Cortex-M3 ARM-based 32-bit MCU;512K FLASH at address 0x8000000;48K RAM at address 0x20000000;5 Timers - 2 SPI - 2 I2C - 3 USART - SDIO - 2 DAC - I2S - ADC - 51 IOs,\sim\ARM\STM32F101RE.sim,Yes,,Cortex-M3
STM32F101VEH6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/04/2007,,STM32F101VEH6,Cortex-M3 ARM-based 32-bit MCU;512K FLASH at address 0x8000000;48K RAM at address 0x20000000;5 Timers - 2 SPI - 2 I2C - 3 USART - SDIO - 2 DAC - I2S - ADC - 80 IOs,\sim\ARM\STM32F101xE.sim,Yes,,Cortex-M3
STM32F101VET6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/04/2007,,STM32F101VET6,Cortex-M3 ARM-based 32-bit MCU;512K FLASH at address 0x8000000;48K RAM at address 0x20000000;5 Timers - 2 SPI - 2 I2C - 3 USART - SDIO - 2 DAC - I2S - ADC - 80 IOs,\sim\ARM\STM32F101xE.sim,Yes,,Cortex-M3
STM32F101ZEH6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/04/2007,,STM32F101ZEH6,Cortex-M3 ARM-based 32-bit MCU;512K FLASH at address 0x8000000;48K RAM at address 0x20000000;5 Timers - 2 SPI - 2 I2C - 3 USART - SDIO - 2 DAC - I2S - ADC - 80 IOs - EMI,\sim\ARM\STM32F101xE.sim,Yes,,Cortex-M3
STM32F101ZET6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/04/2007,,STM32F101ZET6,Cortex-M3 ARM-based 32-bit MCU;512K FLASH at address 0x8000000;48K RAM at address 0x20000000;5 Timers - 2 SPI - 2 I2C - 3 USART - SDIO - 2 DAC - I2S - ADC - 80 IOs - EMI,\sim\ARM\STM32F101xE.sim,Yes,,Cortex-M3
STM32F101MR6T6,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/04/2007,,STM32F101MR6T6,Cortex-M3 ARM-based 32-bit MCU;32K FLASH at address 0x8000000;6K RAM at address 0x20000000;2 Timers - SPI - I2C - 2 USART - ADC - 51 IOs,\sim\ARM\STM32F101xR6.sim,Yes,,Cortex-M3
STM32F101MC6T6,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/04/2007,,STM32F101MC6T6,Cortex-M3 ARM-based 32-bit MCU;32K FLASH at address 0x8000000;6K RAM at address 0x20000000;2 Timers - SPI - I2C - 2 USART - ADC - 36 IOs,\sim\ARM\STM32F101xC6.sim,Yes,,Cortex-M3
STM32R101ZT6  ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/04/2007,,STM32R101ZT6,Cortex-M3 ARM-based 32-bit MCU;0K FLASH at address 0x8000000;64K RAM at address 0x20000000;5 Timers - 2 SPI - 2 I2C - 3 USART - SDIO - 2 DAC - I2S - ADC - 80 IOs - EMI,\sim\ARM\STM32R101ZT6.sim,Yes,,Cortex-M3
STM32R101ZH6  ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/04/2007,,STM32R101ZH6,Cortex-M3 ARM-based 32-bit MCU;0K FLASH at address 0x8000000;64K RAM at address 0x20000000;5 Timers - 2 SPI - 2 I2C - 3 USART - SDIO - 2 DAC - I2S - ADC - 80 IOs - EMI,\sim\ARM\STM32R101ZH6.sim,Yes,,Cortex-M3
,,,,,,,,,,,,,,,,,,,
STM32F102x6   ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,12/11/2012,,STM32F102x6,Cortex-M3 ARM-based 32-bit MCU;32K FLASH at address 0x8000000;6K RAM at address 0x20000000;Timers - SPI - I2C - USART - ADC - USB,\sim\ARM\STM32F102x6.sim,No,,Cortex-M3
STM32F102x8   ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,12/11/2012,,STM32F102x8,Cortex-M3 ARM-based 32-bit MCU;64K FLASH at address 0x8000000;10K RAM at address 0x20000000;Timers - SPI - I2C - USART - ADC - USB,\sim\ARM\STM32F102x8.sim,No,,Cortex-M3
STM32F102xB   ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,12/11/2012,,STM32F102xB,Cortex-M3 ARM-based 32-bit MCU;128K FLASH at address 0x8000000;16K RAM at address 0x20000000;Timers - SPI - I2C - USART - ADC - USB,\sim\ARM\STM32F102xB.sim,No,,Cortex-M3
STM32F102C6   ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/01/2009,,STM32F102C6,Cortex-M3 ARM-based 32-bit MCU;32K FLASH at address 0x8000000;6K RAM at address 0x20000000;2 Timers - SPI - I2C - 2 USART - ADC - 36 IOs - USB,\sim\ARM\STM32F102x6.sim,Yes,,Cortex-M3
STM32F102R6   ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/01/2009,,STM32F102R6,Cortex-M3 ARM-based 32-bit MCU;32K FLASH at address 0x8000000;6K RAM at address 0x20000000;2 Timers - SPI - I2C - 2 USART - ADC - 51 IOs - USB,\sim\ARM\STM32F102x6.sim,Yes,,Cortex-M3
STM32F102C8   ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/01/2009,,STM32F102C8,Cortex-M3 ARM-based 32-bit MCU;64K FLASH at address 0x8000000;10K RAM at address 0x20000000;3 Timers - 2 SPI - 2 I2C - 3 USART - ADC - 36 IOs - USB,\sim\ARM\STM32F101x8.sim,Yes,,Cortex-M3
STM32F102R8   ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/01/2009,,STM32F102R8,Cortex-M3 ARM-based 32-bit MCU;64K FLASH at address 0x8000000;10K RAM at address 0x20000000;3 Timers - 2 SPI - 2 I2C - 3 USART - ADC - 51 IOs - USB,\sim\ARM\STM32F102x8.sim,Yes,,Cortex-M3
STM32F102CB   ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/01/2009,,STM32F102CB,Cortex-M3 ARM-based 32-bit MCU;128K FLASH at address 0x8000000;16K RAM at address 0x20000000;3 Timers - 2 SPI - 2 I2C - 3 USART - ADC - 36 IOs - USB,\sim\ARM\STM32F102xB.sim,Yes,,Cortex-M3
STM32F102RB   ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/01/2009,,STM32F102RB,Cortex-M3 ARM-based 32-bit MCU;128K FLASH at address 0x8000000;16K RAM at address 0x20000000;3 Timers - 2 SPI - 2 I2C - 3 USART - ADC - 51 IOs - USB,\sim\ARM\STM32F102xB.sim,Yes,,Cortex-M3
,,,,,,,,,,,,,,,,,,,
STM32F103x6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,12/11/2012,,STM32F103x6,Cortex-M3 ARM-based 32-bit MCU;32K FLASH at address 0x8000000;10K RAM at address 0x20000000;Timers - SPI - I2C - USART - USB - CAN - ADC,\sim\ARM\STM32F103x6.sim,No,,Cortex-M3
STM32F103x8 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,12/11/2012,,STM32F103x8,Cortex-M3 ARM-based 32-bit MCU;64K FLASH at address 0x8000000;20K RAM at address 0x20000000;Timers - SPI - I2C - USART - USB - CAN - ADC,\sim\ARM\STM32F103x8.sim,No,,Cortex-M3
STM32F103xB ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,12/11/2012,,STM32F103xB,Cortex-M3 ARM-based 32-bit MCU;128K FLASH at address 0x8000000;20K RAM at address 0x20000000;Timers - SPI - I2C - USART - USB - CAN - ADC,\sim\ARM\STM32F103xB.sim,No,,Cortex-M3
STM32F103xC ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,12/11/2012,,STM32F103xC,Cortex-M3 ARM-based 32-bit MCU;256K FLASH at address 0x8000000;48K RAM at address 0x20000000;Timers - SPI - I2C - USART - USB - CAN - SDIO - DAC - I2S - ADC - EMI,\sim\ARM\STM32F103xC.sim,No,,Cortex-M3
STM32F103xD ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,12/11/2012,,STM32F103xD,Cortex-M3 ARM-based 32-bit MCU;384K FLASH at address 0x8000000;64K RAM at address 0x20000000;Timers - SPI - I2C - USART - USB - CAN - SDIO - DAC - I2S - ADC - EMI,\sim\ARM\STM32F103xD.sim,No,,Cortex-M3
STM32F103xE ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,12/11/2012,,STM32F103xE,Cortex-M3 ARM-based 32-bit MCU;512K FLASH at address 0x8000000;64K RAM at address 0x20000000;Timers - SPI - I2C - USART - USB - CAN - SDIO - DAC - I2S - ADC - EMI,\sim\ARM\STM32F103xE.sim,No,,Cortex-M3
STM32F103xF ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,12/11/2012,,STM32F103xF,Cortex-M3 ARM-based 32-bit MCU;768K FLASH at address 0x8000000;96K RAM at address 0x20000000;Timers - SPI - I2C - USART - USB - CAN - SDIO - DAC - I2S - ADC - EMI,\sim\ARM\STM32F103xF.sim,No,,Cortex-M3
STM32F103xG ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,12/11/2012,,STM32F103xG,Cortex-M3 ARM-based 32-bit MCU;1M FLASH at address 0x8000000;96K RAM at address 0x20000000;Timers - SPI - I2C - USART - USB - CAN - SDIO - DAC - I2S - ADC - EMI,\sim\ARM\STM32F103xG.sim,No,,Cortex-M3
STM32F103C6T6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/04/2007,,STM32F103C6T6,Cortex-M3 ARM-based 32-bit MCU;32K FLASH at address 0x8000000;10K RAM at address 0x20000000;3 Timers - SPI - I2C - 2 USART - USB - CAN - 2 ADC - 36 IOs,\sim\ARM\STM32F103x6.sim,Yes,,Cortex-M3
STM32F103R6T6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/04/2007,,STM32F103R6T6,Cortex-M3 ARM-based 32-bit MCU;32K FLASH at address 0x8000000;10K RAM at address 0x20000000;3 Timers - SPI - I2C - 2 USART - USB - CAN - 2 ADC - 51 IOs,\sim\ARM\STM32F103x6.sim,Yes,,Cortex-M3
STM32F103T6U6 ,ST,headers\STR3\STR32.h,,,,http://www.st.com,,,ARM,,STM32F1xx,16/04/2007,,STM32F103T6U6,Cortex-M3 ARM-based 32-bit MCU;32K FLASH at address 0x8000000;10K RAM at address 0x20000000;3 Timers - SPI - I2C - 2 USART - USB - CAN - 2 ADC - 26 IOs,\sim\ARM\STM32F103x6.sim,Yes,,Cortex-M3
